ID,TYPE
60872205,PSYCHIATRIC
19815552,GENERAL ACUTE CARE
6118704,PSYCHIATRIC
10718711,GENERAL ACUTE CARE
25118711,MILITARY
7968765,CRITICAL ACCESS
118017,LONG TERM CARE
3190073,MILITARY
493703,MILITARY
17,MILITARY
5116117,GENERAL ACUTE CARE
36,MILITARY
2994121,MILITARY
7619002,PSYCHIATRIC
10219403,PSYCHIATRIC
14819403,REHABILITATION
24519446,GENERAL ACUTE CARE
3518411,PSYCHIATRIC
8619096,GENERAL ACUTE CARE
19518452,GENERAL ACUTE CARE
8817044,GENERAL ACUTE CARE
6516125,GENERAL ACUTE CARE
13016146,GENERAL ACUTE CARE
14216127,GENERAL ACUTE CARE
60972209,PSYCHIATRIC
16946052,GENERAL ACUTE CARE
11346383,PSYCHIATRIC
25815370,GENERAL ACUTE CARE
2539428,GENERAL ACUTE CARE
64585016,GENERAL ACUTE CARE
4519013,GENERAL ACUTE CARE
14019083,GENERAL ACUTE CARE
6916550,GENERAL ACUTE CARE
12716544,GENERAL ACUTE CARE
15016504,MILITARY
15663110,REHABILITATION
65285251,GENERAL ACUTE CARE
65085929,PSYCHIATRIC
66385225,PSYCHIATRIC
66485281,GENERAL ACUTE CARE
114,GENERAL ACUTE CARE
255902,GENERAL ACUTE CARE
119,GENERAL ACUTE CARE
27818801,GENERAL ACUTE CARE
28418045,GENERAL ACUTE CARE
15747802,GENERAL ACUTE CARE
67185224,GENERAL ACUTE CARE
13347713,LONG TERM CARE
16147804,GENERAL ACUTE CARE
83730540,GENERAL ACUTE CARE
87230912,GENERAL ACUTE CARE
1145242,GENERAL ACUTE CARE
7430349,PSYCHIATRIC
15847630,GENERAL ACUTE CARE
68985258,REHABILITATION
11746410,PSYCHIATRIC
69285301,MILITARY
69485613,MILITARY
62172704,PSYCHIATRIC
179418360,GENERAL ACUTE CARE
83531901,GENERAL ACUTE CARE
544256,GENERAL ACUTE CARE
164271322,PSYCHIATRIC
4195948,GENERAL ACUTE CARE
3286045,CRITICAL ACCESS
14347421,CRITICAL ACCESS
4885550,CRITICAL ACCESS
12846545,GENERAL ACUTE CARE
24030322,REHABILITATION
161471301,GENERAL ACUTE CARE
16085635,GENERAL ACUTE CARE
6739429,GENERAL ACUTE CARE
4585634,CRITICAL ACCESS
3586503,CRITICAL ACCESS
24130265,REHABILITATION
87031201,GENERAL ACUTE CARE
83630076,GENERAL ACUTE CARE
8830642,CRITICAL ACCESS
12446060,GENERAL ACUTE CARE
2194550,MILITARY
24530642,CRITICAL ACCESS
88830553,GENERAL ACUTE CARE
8255981,CRITICAL ACCESS
2257501,GENERAL ACUTE CARE
2657042,GENERAL ACUTE CARE
7757401,GENERAL ACUTE CARE
24730141,GENERAL ACUTE CARE
3255987,GENERAL ACUTE CARE
2490822,MILITARY
1636083,MILITARY
5857078,GENERAL ACUTE CARE
7857078,PSYCHIATRIC
10123229,GENERAL ACUTE CARE
144624060,GENERAL ACUTE CARE
1044501,GENERAL ACUTE CARE
4757701,REHABILITATION
15944667,CRITICAL ACCESS
10238663,GENERAL ACUTE CARE
14646260,GENERAL ACUTE CARE
4244691,GENERAL ACUTE CARE
4157105,CHILDREN
19723454,PSYCHIATRIC
355407,GENERAL ACUTE CARE
1255435,GENERAL ACUTE CARE
4955101,CHILDREN
755422,GENERAL ACUTE CARE
11656531,GENERAL ACUTE CARE
1155102,GENERAL ACUTE CARE
155454,GENERAL ACUTE CARE
3655369,GENERAL ACUTE CARE
9639577,CRITICAL ACCESS
2956538,GENERAL ACUTE CARE
8355767,CRITICAL ACCESS
10756278,CRITICAL ACCESS
8856573,CRITICAL ACCESS
15710451,GENERAL ACUTE CARE
9455616,CRITICAL ACCESS
6256649,CRITICAL ACCESS
164470570,GENERAL ACUTE CARE
11356232,CRITICAL ACCESS
10456296,CRITICAL ACCESS
3056701,GENERAL ACUTE CARE
6156716,CRITICAL ACCESS
4855092,GENERAL ACUTE CARE
5855051,CRITICAL ACCESS
8838138,REHABILITATION
1355805,GENERAL ACUTE CARE
12956728,CRITICAL ACCESS
10656751,CRITICAL ACCESS
2556201,GENERAL ACUTE CARE
3455379,GENERAL ACUTE CARE
1855805,GENERAL ACUTE CARE
2155746,GENERAL ACUTE CARE
11618951,GENERAL ACUTE CARE
1755433,GENERAL ACUTE CARE
7755355,CRITICAL ACCESS
9756431,CRITICAL ACCESS
16637604,GENERAL ACUTE CARE
4355350,GENERAL ACUTE CARE
2855387,GENERAL ACUTE CARE
1737388,GENERAL ACUTE CARE
6956441,CRITICAL ACCESS
2356401,GENERAL ACUTE CARE
5255371,GENERAL ACUTE CARE
856303,GENERAL ACUTE CARE
5356267,CRITICAL ACCESS
9656520,CRITICAL ACCESS
9556283,CRITICAL ACCESS
7629572,GENERAL ACUTE CARE
12055307,CRITICAL ACCESS
413790,GENERAL ACUTE CARE
613790,GENERAL ACUTE CARE
3155021,GENERAL ACUTE CARE
2455337,GENERAL ACUTE CARE
12255041,CRITICAL ACCESS
5155033,GENERAL ACUTE CARE
913021,GENERAL ACUTE CARE
297520,GENERAL ACUTE CARE
1214787,GENERAL ACUTE CARE
5797701,GENERAL ACUTE CARE
3497504,GENERAL ACUTE CARE
1497720,CRITICAL ACCESS
1014048,GENERAL ACUTE CARE
7255057,GENERAL ACUTE CARE
1097444,CRITICAL ACCESS
397420,GENERAL ACUTE CARE
897423,CRITICAL ACCESS
2497471,GENERAL ACUTE CARE
2783350,GENERAL ACUTE CARE
7999352,GENERAL ACUTE CARE
2183702,MILITARY
9273701,GENERAL ACUTE CARE
3583338,GENERAL ACUTE CARE
3397914,GENERAL ACUTE CARE
13623185,GENERAL ACUTE CARE
10723901,GENERAL ACUTE CARE
2222908,GENERAL ACUTE CARE
2322903,REHABILITATION
1322408,GENERAL ACUTE CARE
6924333,GENERAL ACUTE CARE
14623707,GENERAL ACUTE CARE
11824592,GENERAL ACUTE CARE
4322191,GENERAL ACUTE CARE
16222134,GENERAL ACUTE CARE
12723507,CHILDREN
13223507,GENERAL ACUTE CARE
10823223,GENERAL ACUTE CARE
11023225,GENERAL ACUTE CARE
4724070,PSYCHIATRIC
13423602,GENERAL ACUTE CARE
14123601,GENERAL ACUTE CARE
15323454,GENERAL ACUTE CARE
12873763,CRITICAL ACCESS
1222401,GENERAL ACUTE CARE
9299352,PSYCHIATRIC
9523860,GENERAL ACUTE CARE
7124134,GENERAL ACUTE CARE
15023061,GENERAL ACUTE CARE
6324277,GENERAL ACUTE CARE
274104,LONG TERM CARE
160670810,REHABILITATION
15823434,GENERAL ACUTE CARE
8874102,GENERAL ACUTE CARE
9074055,GENERAL ACUTE CARE
8124151,GENERAL ACUTE CARE
922601,GENERAL ACUTE CARE
2583221,PSYCHIATRIC
3122042,GENERAL ACUTE CARE
2397477,GENERAL ACUTE CARE
3097439,CRITICAL ACCESS
4397401,GENERAL ACUTE CARE
4297477,GENERAL ACUTE CARE
2644024,GENERAL ACUTE CARE
146320105,REHABILITATION
148424457,GENERAL ACUTE CARE
148624354,GENERAL ACUTE CARE
19020169,GENERAL ACUTE CARE
19523185,GENERAL ACUTE CARE
8523235,GENERAL ACUTE CARE
7224073,GENERAL ACUTE CARE
7824013,GENERAL ACUTE CARE
16843326,CRITICAL ACCESS
7298826,CRITICAL ACCESS
7898368,CRITICAL ACCESS
3798668,GENERAL ACUTE CARE
429944,GENERAL ACUTE CARE
1529646,GENERAL ACUTE CARE
1829615,GENERAL ACUTE CARE
10743210,GENERAL ACUTE CARE
9643214,GENERAL ACUTE CARE
9738105,GENERAL ACUTE CARE
187385212,GENERAL ACUTE CARE
129605,GENERAL ACUTE CARE
8598944,CRITICAL ACCESS
2298632,GENERAL ACUTE CARE
162970445,PSYCHIATRIC
159570526,PSYCHIATRIC
160071301,GENERAL ACUTE CARE
160571270,GENERAL ACUTE CARE
7229303,GENERAL ACUTE CARE
13343452,CRITICAL ACCESS
161970601,GENERAL ACUTE CARE
9929162,GENERAL ACUTE CARE
162270505,SPECIAL
829150,GENERAL ACUTE CARE
11798411,GENERAL ACUTE CARE
11498499,GENERAL ACUTE CARE
529621,GENERAL ACUTE CARE
12715240,MILITARY
4444111,GENERAL ACUTE CARE
154480909,CHILDREN
22115401,GENERAL ACUTE CARE
7744143,GENERAL ACUTE CARE
9829409,GENERAL ACUTE CARE
6844115,GENERAL ACUTE CARE
11244146,GENERAL ACUTE CARE
1229536,GENERAL ACUTE CARE
329532,GENERAL ACUTE CARE
5129010,GENERAL ACUTE CARE
4329827,GENERAL ACUTE CARE
4129406,GENERAL ACUTE CARE
1129203,GENERAL ACUTE CARE
3529203,GENERAL ACUTE CARE
5229210,GENERAL ACUTE CARE
7529108,GENERAL ACUTE CARE
6229303,LONG TERM CARE
10329401,MILITARY
4729690,PSYCHIATRIC
3329526,PSYCHIATRIC
10629506,GENERAL ACUTE CARE
10729212,GENERAL ACUTE CARE
7029621,PSYCHIATRIC
3729203,PSYCHIATRIC
5029210,PSYCHIATRIC
9729118,PSYCHIATRIC
6738012,GENERAL ACUTE CARE
5624503,GENERAL ACUTE CARE
8529203,PSYCHIATRIC
11029303,REHABILITATION
2929505,WOMEN
3829406,REHABILITATION
324450,CRITICAL ACCESS
16643078,CRITICAL ACCESS
30576054,CHILDREN
58675219,CHILDREN
73175024,CHILDREN
12323666,GENERAL ACUTE CARE
224445,CRITICAL ACCESS
5599166,CRITICAL ACCESS
1298816,CRITICAL ACCESS
165070546,GENERAL ACUTE CARE
16144512,GENERAL ACUTE CARE
160770812,PSYCHIATRIC
8859636,MILITARY
6943420,GENERAL ACUTE CARE
9198502,GENERAL ACUTE CARE
154780120,REHABILITATION
10581625,CRITICAL ACCESS
154280109,GENERAL ACUTE CARE
2180303,GENERAL ACUTE CARE
9181004,PSYCHIATRIC
126,GENERAL ACUTE CARE
178827104,PSYCHIATRIC
37,MILITARY
4744223,GENERAL ACUTE CARE
8127705,MILITARY
8528301,MILITARY
15844621,CRITICAL ACCESS
283544,GENERAL ACUTE CARE
583544,PSYCHIATRIC
2483843,GENERAL ACUTE CARE
1597015,GENERAL ACUTE CARE
3597222,GENERAL ACUTE CARE
797103,GENERAL ACUTE CARE
3897138,GENERAL ACUTE CARE
3483837,GENERAL ACUTE CARE
2114203,GENERAL ACUTE CARE
1283861,GENERAL ACUTE CARE
697225,PSYCHIATRIC
4413365,CRITICAL ACCESS
2597015,GENERAL ACUTE CARE
6697828,CRITICAL ACCESS
197216,GENERAL ACUTE CARE
1797227,GENERAL ACUTE CARE
2097030,GENERAL ACUTE CARE
2197210,SPECIAL
2797223,GENERAL ACUTE CARE
6197141,GENERAL ACUTE CARE
1297838,GENERAL ACUTE CARE
1983530,GENERAL ACUTE CARE
183864,GENERAL ACUTE CARE
3697132,GENERAL ACUTE CARE
3197836,GENERAL ACUTE CARE
4997383,GENERAL ACUTE CARE
3783638,GENERAL ACUTE CARE
4383611,GENERAL ACUTE CARE
3883467,CRITICAL ACCESS
4797367,GENERAL ACUTE CARE
4897365,CRITICAL ACCESS
2414220,GENERAL ACUTE CARE
2612455,CRITICAL ACCESS
2714217,GENERAL ACUTE CARE
3414263,GENERAL ACUTE CARE
3712883,CRITICAL ACCESS
3812983,GENERAL ACUTE CARE
4613607,CRITICAL ACCESS
4913346,CRITICAL ACCESS
5014620,GENERAL ACUTE CARE
5213618,CRITICAL ACCESS
6111561,GENERAL ACUTE CARE
6311580,GENERAL ACUTE CARE
6711714,GENERAL ACUTE CARE
6811530,GENERAL ACUTE CARE
7411548,GENERAL ACUTE CARE
7713440,GENERAL ACUTE CARE
7813501,GENERAL ACUTE CARE
8113215,GENERAL ACUTE CARE
8614456,GENERAL ACUTE CARE
8914424,GENERAL ACUTE CARE
9010990,GENERAL ACUTE CARE
9112771,GENERAL ACUTE CARE
737766,GENERAL ACUTE CARE
2457382,CRITICAL ACCESS
6557066,CRITICAL ACCESS
1987102,GENERAL ACUTE CARE
15798029,GENERAL ACUTE CARE
4557702,CRITICAL ACCESS
15637091,CRITICAL ACCESS
15098498,PSYCHIATRIC
9710512,GENERAL ACUTE CARE
9812180,GENERAL ACUTE CARE
3057013,PSYCHIATRIC
3140831,GENERAL ACUTE CARE
10310970,LONG TERM CARE
3442701,REHABILITATION
10413669,GENERAL ACUTE CARE
10513642,CRITICAL ACCESS
6057105,LONG TERM CARE
10813690,CRITICAL ACCESS
11112308,REHABILITATION
11212043,GENERAL ACUTE CARE
11414865,CRITICAL ACCESS
2021225,GENERAL ACUTE CARE
1321215,LONG TERM CARE
2621209,GENERAL ACUTE CARE
9040509,GENERAL ACUTE CARE
13012401,GENERAL ACUTE CARE
13510601,GENERAL ACUTE CARE
14710708,GENERAL ACUTE CARE
3742066,GENERAL ACUTE CARE
14914527,CRITICAL ACCESS
15010456,GENERAL ACUTE CARE
3821742,LONG TERM CARE
15814550,GENERAL ACUTE CARE
17311237,GENERAL ACUTE CARE
18110021,GENERAL ACUTE CARE
19210304,PSYCHIATRIC
19411355,GENERAL ACUTE CARE
19811691,GENERAL ACUTE CARE
2461832,MILITARY
2942102,GENERAL ACUTE CARE
8442103,PSYCHIATRIC
114210457,GENERAL ACUTE CARE
114312308,GENERAL ACUTE CARE
115014127,GENERAL ACUTE CARE
12241858,GENERAL ACUTE CARE
115610034,GENERAL ACUTE CARE
115910567,GENERAL ACUTE CARE
116014437,GENERAL ACUTE CARE
116112572,GENERAL ACUTE CARE
116513126,PSYCHIATRIC
116610021,GENERAL ACUTE CARE
13562016,CRITICAL ACCESS
9162959,GENERAL ACUTE CARE
118610019,GENERAL ACUTE CARE
119310038,GENERAL ACUTE CARE
119810605,REHABILITATION
119914843,GENERAL ACUTE CARE
121114830,GENERAL ACUTE CARE
10510548,MILITARY
25411701,PSYCHIATRIC
3062052,GENERAL ACUTE CARE
6321550,GENERAL ACUTE CARE
57277665,CRITICAL ACCESS
7076821,CRITICAL ACCESS
9877836,CRITICAL ACCESS
10679225,CRITICAL ACCESS
16977434,CRITICAL ACCESS
17276837,CRITICAL ACCESS
21679035,CRITICAL ACCESS
24575948,CRITICAL ACCESS
31275766,CRITICAL ACCESS
33676550,CRITICAL ACCESS
5021237,GENERAL ACUTE CARE
5121204,GENERAL ACUTE CARE
39576252,CRITICAL ACCESS
961605,LONG TERM CARE
861614,GENERAL ACUTE CARE
50476950,CRITICAL ACCESS
2060624,LONG TERM CARE
2460635,CHILDREN
2960164,LONG TERM CARE
1360649,CHILDREN
8360461,GENERAL ACUTE CARE
9660426,GENERAL ACUTE CARE
11460160,GENERAL ACUTE CARE
12460115,GENERAL ACUTE CARE
2840324,GENERAL ACUTE CARE
9941017,GENERAL ACUTE CARE
5726003,REHABILITATION
2025526,GENERAL ACUTE CARE
4541101,GENERAL ACUTE CARE
925709,PSYCHIATRIC
5626105,REHABILITATION
540361,GENERAL ACUTE CARE
2741042,REHABILITATION
9262226,GENERAL ACUTE CARE
7761032,GENERAL ACUTE CARE
6061554,GENERAL ACUTE CARE
6442071,GENERAL ACUTE CARE
2240004,GENERAL ACUTE CARE
6241472,CRITICAL ACCESS
1473103,GENERAL ACUTE CARE
8573110,LONG TERM CARE
13273096,CRITICAL ACCESS
3574354,GENERAL ACUTE CARE
10574020,CRITICAL ACCESS
10874637,CRITICAL ACCESS
10773933,CRITICAL ACCESS
2557231,CRITICAL ACCESS
3957785,CRITICAL ACCESS
15161254,CRITICAL ACCESS
17562454,CRITICAL ACCESS
18062278,CRITICAL ACCESS
17162568,CRITICAL ACCESS
17762881,CRITICAL ACCESS
1099508,GENERAL ACUTE CARE
14773071,REHABILITATION
899508,GENERAL ACUTE CARE
399603,CRITICAL ACCESS
1899835,GENERAL ACUTE CARE
2599833,GENERAL ACUTE CARE
112208,GENERAL ACUTE CARE
214727,CRITICAL ACCESS
14637317,GENERAL ACUTE CARE
16538104,MILITARY
6237841,GENERAL ACUTE CARE
1137643,GENERAL ACUTE CARE
15337110,GENERAL ACUTE CARE
1438551,GENERAL ACUTE CARE
5659403,GENERAL ACUTE CARE
11237030,GENERAL ACUTE CARE
19010044,LONG TERM CARE
7437412,GENERAL ACUTE CARE
7537421,GENERAL ACUTE CARE
1637355,GENERAL ACUTE CARE
4238068,GENERAL ACUTE CARE
16738019,GENERAL ACUTE CARE
7837404,GENERAL ACUTE CARE
16138464,GENERAL ACUTE CARE
5937748,GENERAL ACUTE CARE
12637375,GENERAL ACUTE CARE
4538343,GENERAL ACUTE CARE
16338358,GENERAL ACUTE CARE
4638478,GENERAL ACUTE CARE
4937061,GENERAL ACUTE CARE
6437033,CRITICAL ACCESS
6837857,GENERAL ACUTE CARE
11038237,GENERAL ACUTE CARE
3737916,CHILDREN
3837923,GENERAL ACUTE CARE
13637934,GENERAL ACUTE CARE
13737934,WOMEN
14537684,MILITARY
4737745,GENERAL ACUTE CARE
10837920,LONG TERM CARE
192974132,GENERAL ACUTE CARE
16538120,LONG TERM CARE
1693721,PSYCHIATRIC
17337203,GENERAL ACUTE CARE
17738105,CHILDREN
17837185,CRITICAL ACCESS
16511229,GENERAL ACUTE CARE
18037212,REHABILITATION
17937129,PSYCHIATRIC
16438138,REHABILITATION
3166749,GENERAL ACUTE CARE
6166211,GENERAL ACUTE CARE
1667054,CRITICAL ACCESS
13667878,GENERAL ACUTE CARE
10866209,GENERAL ACUTE CARE
10766211,REHABILITATION
6566219,SPECIAL
10167473,GENERAL ACUTE CARE
13967672,GENERAL ACUTE CARE
17777437,GENERAL ACUTE CARE
14567226,GENERAL ACUTE CARE
15267206,REHABILITATION
496913,GENERAL ACUTE CARE
696940,GENERAL ACUTE CARE
396799,GENERAL ACUTE CARE
679106,GENERAL ACUTE CARE
2278701,GENERAL ACUTE CARE
2578704,GENERAL ACUTE CARE
2975001,GENERAL ACUTE CARE
3379501,GENERAL ACUTE CARE
3578756,GENERAL ACUTE CARE
3778759,GENERAL ACUTE CARE
3878737,GENERAL ACUTE CARE
5676022,GENERAL ACUTE CARE
8776426,GENERAL ACUTE CARE
8979316,GENERAL ACUTE CARE
9375010,GENERAL ACUTE CARE
9579014,GENERAL ACUTE CARE
10078613,GENERAL ACUTE CARE
10876033,GENERAL ACUTE CARE
11077327,GENERAL ACUTE CARE
11578934,GENERAL ACUTE CARE
75934239,PSYCHIATRIC
77232960,PSYCHIATRIC
77333136,PSYCHIATRIC
15678840,GENERAL ACUTE CARE
79033612,PSYCHIATRIC
15776210,GENERAL ACUTE CARE
78634102,GENERAL ACUTE CARE
15875020,GENERAL ACUTE CARE
80332563,PSYCHIATRIC
80433484,PSYCHIATRIC
16678017,GENERAL ACUTE CARE
79632606,PSYCHIATRIC
80233325,PSYCHIATRIC
16779027,GENERAL ACUTE CARE
17378539,GENERAL ACUTE CARE
17478539,GENERAL ACUTE CARE
18779936,GENERAL ACUTE CARE
19575028,GENERAL ACUTE CARE
19879735,GENERAL ACUTE CARE
23275140,GENERAL ACUTE CARE
23876531,GENERAL ACUTE CARE
24675652,GENERAL ACUTE CARE
98662233,CRITICAL ACCESS
25177093,GENERAL ACUTE CARE
25477008,GENERAL ACUTE CARE
26877089,GENERAL ACUTE CARE
31975142,GENERAL ACUTE CARE
33177339,GENERAL ACUTE CARE
36475902,GENERAL ACUTE CARE
97160618,LONG TERM CARE
43275093,GENERAL ACUTE CARE
43979778,GENERAL ACUTE CARE
49779549,GENERAL ACUTE CARE
50579553,GENERAL ACUTE CARE
51775501,GENERAL ACUTE CARE
133978746,GENERAL ACUTE CARE
136775146,GENERAL ACUTE CARE
139077506,GENERAL ACUTE CARE
141177845,GENERAL ACUTE CARE
141375051,GENERAL ACUTE CARE
37679752,GENERAL ACUTE CARE
142576054,GENERAL ACUTE CARE
39,GENERAL ACUTE CARE
6479502,CRITICAL ACCESS
122944113,GENERAL ACUTE CARE
121843614,LONG TERM CARE
125943207,LONG TERM CARE
128844512,LONG TERM CARE
79277386,GENERAL ACUTE CARE
81176109,GENERAL ACUTE CARE
81376905,GENERAL ACUTE CARE
145323116,REHABILITATION
155583642,SPECIAL
155483712,GENERAL ACUTE CARE
156946037,GENERAL ACUTE CARE
15,MILITARY
24,MILITARY
1476011,LONG TERM CARE
13337129,MILITARY
8230513,GENERAL ACUTE CARE
11976208,LONG TERM CARE
137,GENERAL ACUTE CARE
75,GENERAL ACUTE CARE
1099504,MILITARY
13475204,LONG TERM CARE
14575235,LONG TERM CARE
22776051,LONG TERM CARE
52679556,GENERAL ACUTE CARE
32075662,LONG TERM CARE
38075149,LONG TERM CARE
42775075,LONG TERM CARE
43075024,LONG TERM CARE
56776301,LONG TERM CARE
137276092,GENERAL ACUTE CARE
143475115,LONG TERM CARE
76977598,LONG TERM CARE
78378539,LONG TERM CARE
140776548,GENERAL ACUTE CARE
62671639,GENERAL ACUTE CARE
7576513,PSYCHIATRIC
7779720,PSYCHIATRIC
16276208,PSYCHIATRIC
23475402,PSYCHIATRIC
27377074,PSYCHIATRIC
27577090,PSYCHIATRIC
27777054,PSYCHIATRIC
27977090,PSYCHIATRIC
42975093,PSYCHIATRIC
49075090,PSYCHIATRIC
54676384,PSYCHIATRIC
56476301,PSYCHIATRIC
57775251,PSYCHIATRIC
136275605,PSYCHIATRIC
141776001,PSYCHIATRIC
142877035,PSYCHIATRIC
71176549,PSYCHIATRIC
71878229,PSYCHIATRIC
71978216,GENERAL ACUTE CARE
77577450,PSYCHIATRIC
82478626,PSYCHIATRIC
1696790,GENERAL ACUTE CARE
496706,GENERAL ACUTE CARE
2596746,GENERAL ACUTE CARE
279606,REHABILITATION
575013,REHABILITATION
1376015,REHABILITATION
4777707,REHABILITATION
5176021,REHABILITATION
6079106,REHABILITATION
8178526,REHABILITATION
12177304,REHABILITATION
36279415,REHABILITATION
48078258,REHABILITATION
135478414,REHABILITATION
141976104,REHABILITATION
78278539,REHABILITATION
79375961,REHABILITATION
79776086,REHABILITATION
81276015,REHABILITATION
82676234,REHABILITATION
16076208,SPECIAL
28477004,SPECIAL
139675063,SPECIAL
71276504,SPECIAL
1836049,PSYCHIATRIC
11536532,GENERAL ACUTE CARE
6936853,GENERAL ACUTE CARE
2735960,GENERAL ACUTE CARE
4336526,PSYCHIATRIC
8636535,GENERAL ACUTE CARE
2796813,GENERAL ACUTE CARE
596744,PSYCHIATRIC
8928805,MILITARY
9028144,MILITARY
7852732,GENERAL ACUTE CARE
5683704,PSYCHIATRIC
10860657,GENERAL ACUTE CARE
43995476,GENERAL ACUTE CARE
26193436,GENERAL ACUTE CARE
40393110,PSYCHIATRIC
10295336,GENERAL ACUTE CARE
10391790,GENERAL ACUTE CARE
11291740,GENERAL ACUTE CARE
9868131,CHILDREN
5580446,GENERAL ACUTE CARE
26790250,GENERAL ACUTE CARE
27790291,GENERAL ACUTE CARE
33791352,GENERAL ACUTE CARE
16392543,GENERAL ACUTE CARE
39292220,GENERAL ACUTE CARE
185394109,GENERAL ACUTE CARE
7293210,GENERAL ACUTE CARE
8894553,GENERAL ACUTE CARE
38295817,PSYCHIATRIC
48395816,REHABILITATION
12892626,GENERAL ACUTE CARE
15630742,GENERAL ACUTE CARE
12930308,LONG TERM CARE
13430327,GENERAL ACUTE CARE
18431792,PSYCHIATRIC
5230014,GENERAL ACUTE CARE
7030458,GENERAL ACUTE CARE
4030830,GENERAL ACUTE CARE
9631558,GENERAL ACUTE CARE
15946804,GENERAL ACUTE CARE
19731602,GENERAL ACUTE CARE
9530529,GENERAL ACUTE CARE
2730643,GENERAL ACUTE CARE
16062982,CRITICAL ACCESS
7170508,REHABILITATION
16270068,GENERAL ACUTE CARE
9371418,LONG TERM CARE
12053913,GENERAL ACUTE CARE
19971446,REHABILITATION
16071232,GENERAL ACUTE CARE
6870433,GENERAL ACUTE CARE
10170445,SPECIAL
15770433,LONG TERM CARE
12570444,PSYCHIATRIC
1670535,GENERAL ACUTE CARE
14671103,PSYCHIATRIC
24091730,GENERAL ACUTE CARE
34491911,GENERAL ACUTE CARE
39094110,GENERAL ACUTE CARE
182096919,MILITARY
4149048,GENERAL ACUTE CARE
3549047,GENERAL ACUTE CARE
249080,LONG TERM CARE
9548116,REHABILITATION
8648439,GENERAL ACUTE CARE
181840121,MILITARY
181742223,MILITARY
182120889,MILITARY
11048071,GENERAL ACUTE CARE
6048093,GENERAL ACUTE CARE
10948075,GENERAL ACUTE CARE
10348307,GENERAL ACUTE CARE
12948054,GENERAL ACUTE CARE
17948236,LONG TERM CARE
5348764,GENERAL ACUTE CARE
12248601,GENERAL ACUTE CARE
13848723,GENERAL ACUTE CARE
5048413,GENERAL ACUTE CARE
11249455,CRITICAL ACCESS
349707,GENERAL ACUTE CARE
11348661,GENERAL ACUTE CARE
8548850,CRITICAL ACCESS
6449503,GENERAL ACUTE CARE
6749503,LONG TERM CARE
7449855,GENERAL ACUTE CARE
15348236,GENERAL ACUTE CARE
2757732,CRITICAL ACCESS
1157730,CRITICAL ACCESS
357252,CRITICAL ACCESS
670809,GENERAL ACUTE CARE
181671459,MILITARY
2957783,GENERAL ACUTE CARE
257029,CRITICAL ACCESS
1457226,CRITICAL ACCESS
115,GENERAL ACUTE CARE
1057201,GENERAL ACUTE CARE
5157442,CRITICAL ACCESS
7157059,CRITICAL ACCESS
8057105,SPECIAL
1084721,GENERAL ACUTE CARE
115113501,SPECIAL
11998027,GENERAL ACUTE CARE
14898168,PSYCHIATRIC
1984003,GENERAL ACUTE CARE
3984337,GENERAL ACUTE CARE
5584713,GENERAL ACUTE CARE
166784511,CRITICAL ACCESS
384302,GENERAL ACUTE CARE
1384341,GENERAL ACUTE CARE
4184501,GENERAL ACUTE CARE
166184097,PSYCHIATRIC
1684041,GENERAL ACUTE CARE
4984790,GENERAL ACUTE CARE
3284094,REHABILITATION
2084759,GENERAL ACUTE CARE
2384107,GENERAL ACUTE CARE
1484088,GENERAL ACUTE CARE
3784120,GENERAL ACUTE CARE
884741,CRITICAL ACCESS
7284107,LONG TERM CARE
166884143,GENERAL ACUTE CARE
4084341,GENERAL ACUTE CARE
5884020,GENERAL ACUTE CARE
2884403,GENERAL ACUTE CARE
4484532,CRITICAL ACCESS
7384043,GENERAL ACUTE CARE
684651,GENERAL ACUTE CARE
4784074,GENERAL ACUTE CARE
1884405,GENERAL ACUTE CARE
2584057,GENERAL ACUTE CARE
5784060,GENERAL ACUTE CARE
5084113,CHILDREN
5984065,GENERAL ACUTE CARE
167284106,PSYCHIATRIC
2984102,GENERAL ACUTE CARE
4684701,GENERAL ACUTE CARE
3484103,CHILDREN
184010,LONG TERM CARE
5184124,GENERAL ACUTE CARE
2284107,GENERAL ACUTE CARE
2784057,GENERAL ACUTE CARE
4284066,GENERAL ACUTE CARE
3384112,GENERAL ACUTE CARE
3884606,PSYCHIATRIC
1284604,GENERAL ACUTE CARE
166484604,LONG TERM CARE
7184075,PSYCHIATRIC
12923502,LONG TERM CARE
15223455,GENERAL ACUTE CARE
1922911,GENERAL ACUTE CARE
9423805,REHABILITATION
10023226,REHABILITATION
9823226,GENERAL ACUTE CARE
8823116,GENERAL ACUTE CARE
499901,CRITICAL ACCESS
1199576,CRITICAL ACCESS
1699615,GENERAL ACUTE CARE
15923851,GENERAL ACUTE CARE
1385344,CRITICAL ACCESS
756671,CRITICAL ACCESS
3572519,CRITICAL ACCESS
3059526,CRITICAL ACCESS
22,MILITARY
44132214,MILITARY
9,MILITARY
181992055,MILITARY
11,MILITARY
19834474,LONG TERM CARE
91336302,LONG TERM CARE
58075246,REHABILITATION
27,MILITARY
28,MILITARY
19,MILITARY
8,MILITARY
52075503,LONG TERM CARE
1320016,PSYCHIATRIC
31433952,GENERAL ACUTE CARE
23132608,MILITARY
133,MILITARY
26733125,MILITARY
185012,MILITARY
13537212,MILITARY
175872205,MILITARY
3766701,GENERAL ACUTE CARE
1335233,MILITARY
799508,GENERAL ACUTE CARE
